Customer_Age,Income,Total_Spending,Recency,Customer_Tenure,Family_Size,Total_Children,Purchase_Frequency,Accepted_Campaigns,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,Cluster
72,62820.0,976,51,4618,2,0,13,0,3,6,4,1
66,73113.0,1001,86,4389,2,0,14,0,3,7,4,1
44,84169.0,1919,9,4530,2,0,19,3,7,6,6,1
72,42607.0,350,30,4428,3,1,12,0,3,7,2,0
72,74637.0,1650,73,4611,2,0,24,1,6,9,9,1
71,46015.0,46,25,4281,4,2,4,2,1,3,0,0
33,72354.0,1228,67,4642,2,0,18,0,2,6,10,1
57,39858.0,95,67,4725,3,1,6,1,2,4,0,0
78,34469.0,62,58,4260,4,2,6,0,1,4,1,0
40,83033.0,1761,82,4246,3,1,25,1,11,10,4,1
47,24401.0,467,98,4871,2,0,13,0,6,6,1,1
48,77583.0,1149,93,4343,2,0,18,1,4,9,5,1
44,74116.0,2052,53,4385,2,0,18,1,4,10,4,1
33,74293.0,1127,66,4260,2,0,15,0,5,6,4,1
50,68397.0,1416,6,4428,3,1,20,0,6,5,9,1
52,79632.0,1113,42,4286,2,0,19,0,6,9,4,1
37,46107.0,125,78,4343,3,1,6,0,1,4,1,0
75,64950.0,966,29,4890,3,1,23,1,11,10,2,1
37,25443.0,32,82,4758,3,1,4,0,1,3,0,0
74,75127.0,833,92,4242,2,0,18,0,2,5,11,1
55,32892.0,46,78,4239,3,1,6,0,3,3,0,0
55,71796.0,960,54,4452,2,0,16,0,9,4,3,1
56,67536.0,1829,45,4607,3,1,27,1,11,11,5,1
55,55239.0,779,59,4554,3,1,23,0,7,11,5,1
51,60554.0,811,8,4528,3,1,21,0,8,9,4,1
74,64831.0,1120,51,4588,4,2,14,0,6,5,3,1
64,56067.0,725,51,4548,3,1,18,0,7,7,4,1
43,82025.0,1187,76,4601,2,0,11,2,3,6,2,1
73,94384.0,2302,62,4686,2,0,18,4,5,5,8,1
40,14906.0,66,86,4758,2,0,6,0,2,3,1,0
39,51563.0,1250,60,4840,2,0,18,2,4,10,4,1
44,57937.0,683,56,4337,3,1,17,0,4,9,4,1
47,68274.0,305,83,4476,4,2,11,0,4,5,2,0
49,39771.0,50,92,4409,3,1,5,0,2,3,0,0
51,67893.0,995,31,4840,3,1,14,0,3,9,2,1
47,27922.0,41,80,4254,3,1,5,0,2,3,0,0
50,52190.0,77,39,4256,4,2,6,1,2,3,1,0
53,44051.0,171,20,4720,4,2,8,1,3,4,1,0
55,42767.0,131,53,4618,4,2,6,0,3,2,1,0
50,46106.0,54,84,4253,4,2,4,0,1,2,1,0
50,16927.0,53,50,4708,4,2,7,0,3,4,0,0
61,59754.0,475,96,4779,3,1,13,1,5,6,2,1
74,53700.0,694,94,4885,3,1,18,0,5,8,5,1
53,59041.0,96,25,4257,4,2,6,0,2,4,0,0
69,54237.0,361,48,4632,3,1,12,0,5,5,2,0
59,70647.0,1079,65,4850,3,1,24,0,4,13,7,1
64,52597.0,578,69,4257,3,1,17,0,6,8,3,1
57,41021.0,64,12,4750,3,1,5,1,2,3,0,0
51,40233.0,149,84,4462,3,1,8,0,2,5,1,0
46,50183.0,231,47,4208,4,2,10,0,3,6,1,0
67,54753.0,728,87,4494,3,1,18,0,5,11,2,1
53,92955.0,1778,35,4518,2,0,22,3,6,9,7,1
53,33471.0,93,47,4829,3,1,7,0,3,4,0,0
52,34596.0,23,48,4646,3,1,3,1,1,2,0,0
46,44010.0,662,46,4828,3,1,18,0,10,6,2,1
38,84219.0,1198,27,4351,2,0,17,0,3,10,4,1
58,40706.0,81,37,4732,5,3,7,0,3,4,0,0
38,15716.0,92,8,4798,3,1,7,0,3,4,0,0
67,59052.0,491,29,4428,3,1,15,0,7,7,1,1
55,80573.0,1564,85,4827,2,0,23,0,4,13,6,1
64,83715.0,926,2,4350,2,0,23,0,2,13,8,1
67,82576.0,1910,66,4901,2,0,18,1,2,12,4,1
61,56962.0,411,60,4465,5,3,14,0,6,5,3,0
74,35704.0,94,54,4381,4,2,6,0,2,4,0,0
72,53103.0,1085,70,4494,3,1,23,1,10,7,6,1
66,46779.0,23,55,4556,4,2,3,0,0,2,1,0
61,4861.0,6,20,4211,2,0,0,0,0,0,0,1
47,33462.0,54,78,4530,3,1,5,0,2,3,0,0
48,63693.0,1150,63,4462,3,1,26,0,11,9,6,1
76,80763.0,1415,17,4522,2,0,22,3,5,6,11,1
52,65352.0,405,43,4516,3,1,14,0,4,8,2,0
48,82170.0,1908,13,4420,2,0,18,0,5,7,6,1
57,75759.0,2486,46,4451,2,0,25,4,9,9,7,1
50,79689.0,1315,65,4617,2,0,26,0,4,13,9,1
70,35340.0,45,1,4204,4,2,5,0,2,3,0,0
72,85683.0,1789,6,4304,2,0,16,5,2,10,4,1
54,24884.0,19,32,4781,3,1,3,0,0,3,0,0
45,42021.0,573,34,4871,3,1,17,1,10,6,1,1
37,64449.0,805,70,4335,3,1,20,0,5,12,3,1
72,64587.0,108,49,4211,4,2,6,0,1,4,1,0
31,34824.0,23,65,4299,2,0,3,0,1,2,0,0
48,75437.0,1493,25,4436,2,0,22,1,8,10,4,1
69,26091.0,89,84,4328,4,2,6,0,2,3,1,0
53,52845.0,936,7,4524,3,1,22,1,8,6,8,1
70,46086.0,343,34,4442,3,1,12,0,3,8,1,1
70,78028.0,528,38,4861,3,1,19,3,6,9,4,1
39,95169.0,1901,1,4467,2,0,11,3,4,4,3,1
45,56337.0,724,25,4663,4,2,17,3,8,4,5,1
39,22434.0,58,25,4705,3,1,5,0,2,3,0,0
72,36930.0,297,50,4612,3,1,11,0,5,4,2,0
72,36130.0,488,46,4716,3,1,15,2,3,4,8,1
73,65569.0,859,96,4805,3,1,21,0,6,10,5,1
74,83844.0,1574,57,4617,2,0,19,1,4,11,4,1
58,19514.0,69,47,4358,4,2,6,1,3,2,1,0
63,36736.0,17,52,4619,4,2,3,0,1,2,0,0
47,77568.0,2194,30,4877,3,1,20,3,10,8,2,1
50,49187.0,116,63,4373,3,1,7,0,1,5,1,0
48,30168.0,279,51,4683,3,1,11,0,6,4,1,0
58,34053.0,103,14,4861,3,1,6,0,3,3,0,0
55,38196.0,44,20,4276,4,2,6,0,2,4,0,0
75,59412.0,406,56,4275,2,0,14,0,4,8,2,0
61,70924.0,1363,41,4287,2,0,19,1,6,7,6,1
57,54165.0,236,72,4601,2,0,10,0,2,7,1,0
53,32300.0,39,1,4746,3,1,4,0,1,3,0,0
50,20180.0,137,27,4698,2,0,7,0,2,4,1,0
53,34961.0,79,77,4214,3,1,7,0,3,3,1,0
52,28440.0,63,87,4561,3,1,5,0,2,3,0,0
73,64504.0,1314,81,4686,5,3,18,1,11,4,3,1
60,33564.0,71,51,4209,3,1,5,0,1,3,1,0
48,17345.0,58,79,4807,3,1,5,0,2,2,1,0
59,56320.0,702,11,4651,3,1,18,0,5,9,4,1
48,28647.0,94,54,4516,3,1,6,2,2,2,2,0
39,15038.0,80,93,4720,3,1,5,0,2,2,1,0
68,32173.0,22,0,4536,3,1,4,0,1,3,0,0
62,68316.0,1211,54,4806,3,1,27,0,10,10,7,1
55,74538.0,1461,21,4569,2,0,21,2,8,5,8,1
55,91700.0,1968,58,4732,2,0,19,1,8,5,6,1
57,68695.0,1091,3,4208,2,0,15,0,4,7,4,1
49,31056.0,55,99,4727,3,1,4,0,1,3,0,0
53,79593.0,1366,70,4252,2,0,18,1,5,7,6,1
46,28071.0,313,65,4873,2,0,11,0,5,5,1,0
68,37334.0,62,44,4327,4,2,7,0,3,4,0,0
54,46423.0,92,6,4488,4,2,6,0,2,4,0,0
55,37126.0,72,9,4295,3,1,5,2,1,2,2,0
73,47703.0,655,95,4600,3,1,17,0,6,8,3,1
67,61180.0,704,70,4271,3,1,16,1,5,6,5,1
72,38998.0,54,92,4807,4,2,5,0,2,3,0,0
35,8028.0,178,62,4853,2,0,1,0,0,0,1,1
64,76081.0,1033,85,4241,2,0,13,1,4,4,5,1
40,34728.0,36,2,4538,3,1,4,1,1,2,1,0
61,33168.0,122,0,4828,3,1,7,0,2,4,1,0
60,33585.0,122,91,4481,3,1,6,0,2,4,0,0
66,77037.0,1123,3,4463,3,1,26,0,7,12,7,1
42,35196.0,497,68,4797,3,1,12,1,6,5,1,1
60,44529.0,691,98,4563,3,1,19,1,6,11,2,1
61,70924.0,1363,41,4287,2,0,19,1,6,7,6,1
60,28764.0,12,16,4228,4,2,3,1,1,2,0,0
77,69098.0,2440,82,4702,2,0,24,0,7,9,8,1
56,25959.0,56,1,4704,4,2,5,1,1,2,2,0
43,27100.0,37,64,4654,3,1,4,0,1,3,0,0
41,70596.0,968,68,4836,2,0,20,0,3,12,5,1
52,42557.0,270,98,4873,3,1,11,0,6,4,1,0
75,53312.0,278,32,4528,2,0,11,0,5,5,1,0
74,72228.0,1250,87,4783,2,0,21,0,6,8,7,1
39,67605.0,938,84,4659,2,0,16,0,2,6,8,1
77,62845.0,1178,3,4840,4,2,17,1,3,10,4,1
68,65196.0,1155,34,4543,4,2,24,1,7,11,6,1
39,42000.0,653,23,4739,2,0,18,1,5,11,2,1
53,35860.0,49,37,4245,4,2,4,1,1,2,1,0
62,65526.0,506,22,4283,3,1,16,0,4,8,4,1
65,16860.0,38,19,4859,4,2,5,0,1,3,1,0
34,83528.0,1650,7,4263,2,0,22,3,4,8,10,1
61,64176.0,1826,52,4899,3,1,25,0,8,8,9,1
70,22304.0,18,91,4898,2,0,3,0,1,2,0,0
48,67023.0,906,93,4321,2,0,23,0,3,13,7,1
55,32892.0,46,78,4239,3,1,6,0,3,3,0,0
60,70713.0,1477,23,4777,3,1,19,0,5,8,6,1
71,59925.0,766,83,4780,3,1,20,0,9,9,2,1
73,39722.0,47,92,4329,3,1,5,0,2,3,0,0
68,46610.0,467,4,4550,2,0,13,0,6,6,1,1
65,88347.0,2116,32,4565,2,0,20,1,4,9,7,1
45,87171.0,1298,27,4628,2,0,24,2,6,11,7,1
50,26907.0,22,10,4517,4,2,4,0,1,3,0,0
58,50014.0,396,9,4362,3,1,13,0,4,8,1,0
48,41014.0,20,65,4637,3,1,3,0,1,2,0,0
61,66294.0,967,68,4308,2,0,12,0,4,5,3,1
55,36715.0,357,16,4793,3,1,13,1,7,4,2,0
70,79456.0,1401,12,4880,2,0,15,1,5,4,6,1
44,40479.0,15,95,4520,3,1,3,0,0,3,0,0
56,75345.0,2087,16,4716,2,0,19,2,5,6,8,1
49,54233.0,981,46,4714,3,1,22,0,11,5,6,1
56,24163.0,17,3,4464,4,2,4,0,1,3,0,0
68,84460.0,523,80,4745,2,0,22,5,9,4,9,1
43,43776.0,23,77,4261,3,1,3,0,1,2,0,0
68,71691.0,1192,0,4308,2,0,16,1,4,5,7,1
53,85844.0,1958,62,4235,2,0,19,1,6,7,6,1
52,39190.0,133,91,4268,3,1,7,0,2,4,1,0
67,71367.0,777,24,4514,2,0,16,0,4,7,5,1
54,38578.0,73,2,4576,4,2,6,0,3,3,0,0
61,57236.0,121,22,4313,4,2,7,0,2,4,1,0
47,61825.0,424,56,4530,3,1,14,0,4,8,2,0
68,79803.0,868,54,4231,3,1,12,0,4,5,3,1
40,80910.0,756,71,4810,2,0,14,0,3,8,3,1
44,27590.0,12,38,4636,3,1,3,0,1,2,0,0
47,56775.0,937,62,4747,3,1,23,0,5,10,8,1
51,83829.0,1862,78,4468,2,0,17,4,4,6,7,1
47,54210.0,367,18,4609,3,1,12,0,4,7,1,0
40,38508.0,443,95,4535,3,1,14,0,7,5,2,0
56,53187.0,267,66,4450,3,1,11,0,4,6,1,0
54,30023.0,61,28,4301,3,1,5,0,2,3,0,0
66,76045.0,1323,78,4430,2,0,20,1,4,11,5,1
74,50870.0,63,13,4214,3,1,5,0,2,3,0,0
56,15315.0,64,27,4534,2,0,6,0,2,4,0,0
52,65463.0,562,17,4354,3,1,17,1,6,9,2,1
61,66480.0,312,71,4233,4,2,12,0,4,7,1,0
72,76773.0,1156,79,4693,2,0,15,0,2,11,2,1
43,81698.0,1104,1,4689,2,0,15,2,8,5,2,1
53,54466.0,16,78,4344,4,2,3,0,1,2,0,0
66,98777.0,2008,23,4336,2,0,19,1,4,9,6,1
42,16269.0,44,75,4507,3,1,6,0,3,3,0,0
55,71819.0,1574,70,4509,3,1,11,2,3,5,3,1
43,33569.0,63,10,4460,3,1,4,2,1,2,1,0
43,36262.0,426,24,4486,2,0,11,2,3,3,5,1
60,22634.0,96,47,4733,2,0,5,0,2,2,1,0
48,47025.0,635,98,4494,3,1,18,0,11,6,1,1
58,70566.0,757,4,4470,3,1,20,0,6,9,5,1
47,31605.0,125,15,4788,3,1,7,0,2,4,1,0
53,52034.0,332,67,4612,4,2,11,0,4,5,2,0
47,48526.0,135,32,4391,3,1,7,0,2,4,1,0
72,46734.0,330,40,4792,3,1,12,0,6,5,1,0
64,39552.0,384,54,4762,4,2,13,1,6,5,2,0
60,86358.0,1722,78,4894,4,2,14,0,5,6,3,1
49,46931.0,78,94,4270,5,3,5,0,1,3,1,0
41,16581.0,24,51,4737,2,0,3,0,0,3,0,0
74,63998.0,1168,42,4395,2,0,24,1,7,11,6,1
75,67381.0,957,67,4734,3,1,13,1,2,9,2,1
59,25930.0,15,87,4466,4,2,3,0,1,2,0,0
48,42693.0,57,29,4226,3,1,4,0,1,3,0,0
50,85606.0,1956,89,4798,3,1,22,1,6,9,7,1
41,72903.0,2013,74,4447,2,0,20,4,7,8,5,1
52,49669.0,326,97,4240,3,1,12,0,5,6,1,0
58,36778.0,77,63,4897,4,2,6,0,3,3,0,0
64,85696.0,1313,88,4626,2,0,19,1,4,9,6,1
37,10979.0,30,34,4242,2,0,6,0,3,3,0,0
65,49678.0,315,81,4716,3,1,12,0,6,4,2,0
73,56129.0,660,65,4578,3,1,18,0,6,10,2,1
37,37155.0,74,51,4718,3,1,6,0,2,4,0,0
48,21282.0,46,76,4253,3,1,5,0,2,2,1,0
64,33419.0,86,76,4520,3,1,6,0,2,4,0,0
81,63285.0,1103,84,4440,2,0,24,0,6,13,5,1
52,21255.0,61,56,4363,3,1,7,0,2,4,1,0
45,42162.0,145,31,4426,3,1,7,2,3,3,1,0
70,54450.0,684,0,4857,4,2,19,0,9,8,2,1
72,57744.0,411,91,4433,3,1,14,0,9,4,1,1
40,26576.0,27,40,4828,3,1,3,2,1,2,0,0
83,57513.0,1060,59,4562,2,0,25,0,9,13,3,1
62,68142.0,1459,96,4873,3,1,21,0,10,7,4,1
47,7500.0,18,61,4873,3,1,3,0,1,2,0,0
52,83145.0,1833,14,4849,2,0,25,2,5,11,9,1
66,54197.0,237,16,4291,3,1,10,0,1,6,3,1
63,23091.0,48,98,4236,4,2,6,0,2,3,1,0
50,46049.0,515,11,4547,4,2,16,1,5,9,2,1
52,56715.0,1020,52,4775,2,0,14,0,7,4,3,1
65,79410.0,1370,19,4235,2,0,10,0,3,5,2,1
75,57304.0,1026,61,4679,3,1,23,0,7,10,6,1
61,44375.0,301,73,4302,3,1,11,0,4,6,1,0
70,54450.0,684,0,4857,4,2,19,0,9,8,2,1
61,59594.0,499,74,4821,3,1,16,1,8,7,1,1
32,80685.0,1004,55,4880,2,0,20,0,6,10,4,1
52,40344.0,218,48,4463,3,1,10,0,4,5,1,0
54,62710.0,606,53,4606,3,1,18,0,4,12,2,1
58,48985.0,75,13,4563,3,1,5,0,1,3,1,0
58,35322.0,106,34,4880,5,3,6,0,2,4,0,0
78,77142.0,990,54,4600,2,0,16,0,4,8,4,1
57,81657.0,1097,69,4362,2,0,15,0,3,8,4,1
30,14421.0,16,81,4336,2,0,3,1,1,2,0,0
52,20130.0,34,99,4308,2,0,4,0,1,3,0,0
36,74214.0,1711,3,4876,2,0,15,0,8,5,2,1
69,66726.0,438,61,4372,4,2,14,1,8,4,2,1
47,23724.0,75,65,4741,3,1,5,0,2,3,0,0
66,47353.0,225,93,4432,3,1,10,0,2,6,2,0
74,33444.0,18,24,4807,4,2,3,0,1,2,0,0
45,54386.0,470,8,4612,3,1,15,0,3,10,2,1
45,28510.0,91,72,4646,4,2,6,0,2,4,0,0
35,90638.0,2525,29,4340,2,0,17,1,3,10,4,1
76,48070.0,504,33,4736,3,1,16,0,8,6,2,0
69,43140.0,235,68,4744,3,1,10,0,4,5,1,0
65,54959.0,1232,55,4730,3,1,18,2,9,4,5,1
68,15056.0,88,76,4626,4,2,7,0,2,3,2,0
55,26954.0,17,17,4256,3,1,3,0,1,2,0,0
41,22327.0,24,94,4535,3,1,4,0,1,3,0,0
61,44393.0,60,86,4515,4,2,5,0,1,4,0,0
74,62000.0,1020,25,4512,3,1,25,1,6,13,6,1
64,31497.0,155,22,4774,3,1,8,0,3,4,1,0
52,45894.0,51,15,4326,4,2,4,0,1,3,0,0
56,78579.0,1812,35,4758,2,0,15,1,5,4,6,1
57,67369.0,1461,81,4793,3,1,21,3,7,10,4,1
66,58401.0,96,55,4274,3,1,5,0,1,2,2,0
74,62307.0,160,94,4336,3,1,8,0,4,4,0,0
57,43641.0,139,50,4637,4,2,7,0,2,4,1,0
58,63841.0,908,64,4638,3,1,21,0,9,9,3,1
61,46891.0,183,91,4505,3,1,7,0,2,4,1,0
57,70091.0,1161,11,4659,3,1,17,1,5,10,2,1
54,78075.0,988,72,4289,2,0,13,0,3,5,5,1
65,59184.0,1072,6,4862,3,1,24,0,6,12,6,1
49,54809.0,174,0,4495,4,2,8,0,2,5,1,0
67,58113.0,758,66,4724,3,1,19,0,9,8,2,1
68,51412.0,195,42,4384,3,1,9,0,3,4,2,0
47,15287.0,31,60,4831,3,1,4,2,1,2,1,0
69,66636.0,1084,64,4520,2,0,16,0,3,9,4,1
70,50965.0,685,87,4698,3,1,19,1,10,5,4,1
61,84618.0,1672,96,4423,2,0,25,1,6,10,9,1
36,18351.0,43,1,4447,2,0,5,0,2,3,0,0
69,40451.0,49,54,4337,4,2,4,1,1,2,1,0
61,36317.0,133,53,4607,3,1,7,0,3,4,0,0
69,42213.0,363,96,4464,3,1,13,1,5,7,1,0
71,65748.0,545,58,4644,3,1,16,0,2,10,4,1
54,77044.0,1065,12,4449,3,1,29,1,7,11,11,1
57,74918.0,2047,78,4678,2,0,20,1,5,6,9,1
54,56721.0,296,64,4810,4,2,10,0,4,5,1,0
51,42160.0,140,26,4570,4,2,7,1,2,4,1,0
61,61559.0,530,8,4551,3,1,16,0,4,10,2,1
63,33629.0,152,49,4894,4,2,8,0,3,4,1,0
35,68682.0,1598,56,4470,2,0,23,0,4,10,9,1
63,34377.0,114,55,4730,3,1,6,0,2,2,2,0
40,8940.0,101,25,4880,3,1,7,0,3,3,1,0
53,26228.0,25,50,4484,3,1,3,0,1,2,0,0
69,77297.0,789,84,4723,2,0,21,1,5,9,7,1
45,40211.0,87,30,4538,4,2,5,1,2,2,1,0
68,33438.0,90,81,4484,4,2,7,0,2,4,1,0
67,75032.0,1215,74,4631,3,1,18,0,5,9,4,1
71,61284.0,811,76,4464,2,0,21,1,11,8,2,1
40,22518.0,61,36,4819,3,1,5,2,2,2,1,0
51,54730.0,405,64,4522,3,1,13,0,4,8,1,0
71,38452.0,72,62,4295,4,2,6,0,3,3,0,0
55,44421.0,189,53,4703,4,2,9,0,5,4,0,0
40,38197.0,40,86,4569,3,1,4,0,1,3,0,0
48,41986.0,63,15,4344,3,1,7,0,3,4,0,0
43,28427.0,52,67,4669,3,1,5,0,2,3,0,0
50,37395.0,39,47,4262,3,1,4,0,1,3,0,0
55,64722.0,805,47,4238,3,1,21,0,8,11,2,1
70,55249.0,130,81,4277,3,1,7,0,2,4,1,0
54,84906.0,1631,98,4472,2,0,23,3,5,12,6,1
37,28691.0,34,56,4564,3,1,4,0,1,3,0,0
74,44213.0,152,48,4416,4,2,8,0,2,5,1,0
42,25707.0,21,18,4366,3,1,4,0,1,3,0,0
59,59062.0,71,74,4473,5,3,5,0,2,3,0,0
64,76624.0,899,68,4240,3,1,22,1,5,7,10,1
79,66000.0,711,36,4274,2,0,9,0,1,5,3,1
48,27683.0,351,90,4898,3,1,12,0,6,4,2,0
55,1730.0,8,65,4246,2,0,0,0,0,0,0,1
34,7500.0,119,63,4777,3,1,7,0,3,2,2,0
58,40521.0,21,82,4654,4,2,3,0,0,2,1,0
53,20427.0,10,63,4301,3,1,3,0,1,2,0,0
51,65106.0,973,55,4240,3,1,24,1,8,13,3,1
61,69969.0,1536,64,4510,2,0,12,3,4,6,2,1
74,67433.0,992,51,4552,4,2,24,1,6,13,5,1
59,77766.0,1529,97,4696,3,1,32,2,11,11,10,1
54,74716.0,860,92,4494,3,1,15,0,7,5,3,1
63,68118.0,928,51,4458,3,1,21,0,8,4,9,1
56,55158.0,418,72,4903,4,2,14,1,7,5,2,0
71,62972.0,587,39,4899,3,1,14,1,7,3,4,1
51,74190.0,641,49,4252,3,1,17,0,4,11,2,1
50,39356.0,23,21,4306,4,2,3,1,1,2,0,0
57,76653.0,2279,91,4521,2,0,22,2,4,11,7,1
53,35860.0,49,37,4245,4,2,4,1,1,2,1,0
43,90687.0,1779,98,4607,2,0,16,2,6,8,2,1
44,73450.0,1804,85,4410,2,0,26,2,7,11,8,1
66,31454.0,48,40,4562,4,2,5,0,2,3,0,0
74,47139.0,83,2,4319,4,2,5,1,2,2,1,0
51,83829.0,1862,78,4468,2,0,17,4,4,6,7,1
63,53378.0,793,41,4847,4,2,19,1,9,6,4,1
56,19656.0,84,94,4710,3,1,6,0,2,3,1,0
78,45579.0,183,10,4517,3,1,9,0,4,4,1,0
68,85485.0,1383,73,4212,2,0,18,0,6,6,6,1
82,55956.0,999,22,4287,2,0,14,1,7,4,3,1
63,64191.0,825,30,4727,3,1,21,0,5,13,3,1
54,38808.0,246,21,4876,3,1,10,2,5,4,1,0
60,57183.0,610,51,4671,4,2,17,0,9,7,1,1
58,23748.0,76,97,4789,3,1,6,0,2,3,1,0
55,66303.0,1286,56,4692,3,1,18,1,3,11,4,1
51,37368.0,30,4,4399,3,1,3,1,1,2,0,0
62,40800.0,99,77,4748,5,3,6,0,3,3,0,0
48,71847.0,1192,95,4850,2,0,22,1,6,9,7,1
51,46149.0,362,36,4416,3,1,13,0,5,7,1,0
43,78687.0,2130,13,4893,2,0,18,2,4,8,6,1
55,49118.0,1229,90,4884,2,0,26,3,9,10,7,1
69,37633.0,38,49,4851,4,2,4,0,1,3,0,0
75,39767.0,485,18,4547,2,0,15,0,7,7,1,1
75,26997.0,434,89,4805,2,0,11,0,4,5,2,1
56,33986.0,44,43,4676,3,1,4,0,1,3,0,0
54,57091.0,496,82,4787,3,1,16,2,9,5,2,1
57,46831.0,78,84,4590,4,2,5,0,1,2,2,0
54,83151.0,2346,80,4708,2,0,22,4,5,10,7,1
55,52531.0,794,68,4750,2,0,19,0,7,10,2,1
70,15759.0,17,12,4501,2,0,3,0,1,2,0,0
55,22804.0,26,75,4537,3,1,4,0,2,2,0,0
53,43050.0,76,10,4307,3,1,6,0,2,4,0,0
49,42997.0,15,91,4408,4,2,3,0,1,2,0,0
63,48918.0,62,21,4282,4,2,5,0,1,4,0,0
72,60033.0,198,28,4296,3,1,8,0,2,5,1,0
48,34043.0,49,97,4451,3,1,4,0,2,2,0,0
60,57811.0,802,49,4574,3,1,20,1,7,11,2,1
80,78569.0,1736,14,4334,2,0,14,2,4,4,6,1
48,7500.0,57,5,4753,4,2,6,0,2,3,1,0
55,157733.0,59,37,4594,3,1,2,0,1,1,0,1
73,94384.0,2302,62,4686,2,0,18,4,5,5,8,1
41,23148.0,37,83,4335,2,0,5,0,2,3,0,0
56,44267.0,310,48,4693,4,2,11,0,5,4,2,0
47,71626.0,1305,94,4809,2,0,18,1,5,8,5,1
60,60894.0,832,61,4570,3,1,21,0,10,8,3,1
50,50200.0,401,70,4656,4,2,13,0,7,5,1,0
61,81051.0,1501,43,4241,2,0,22,2,5,12,5,1
44,65169.0,1189,23,4370,2,0,27,5,10,13,4,1
54,59868.0,1194,37,4546,3,1,25,0,11,12,2,1
66,65695.0,656,50,4353,3,1,19,0,5,10,4,1
70,64857.0,1540,78,4787,2,0,22,0,7,10,5,1
61,45143.0,311,74,4511,3,1,12,0,6,5,1,0
71,74805.0,820,14,4439,3,1,21,0,4,10,7,1
37,59060.0,274,77,4373,3,1,11,0,3,7,1,0
64,27238.0,57,39,4639,4,2,6,0,3,3,0,0
61,47009.0,448,89,4475,3,1,13,0,3,8,2,1
53,46094.0,44,62,4223,4,2,4,0,1,3,0,0
54,40321.0,102,59,4539,4,2,6,0,3,3,0,0
42,37235.0,61,68,4352,3,1,4,0,1,2,1,0
66,81843.0,1643,13,4637,2,0,26,0,5,12,9,1
68,46692.0,397,37,4592,3,1,12,0,6,5,1,0
58,77382.0,1121,36,4377,3,1,24,1,5,12,7,1
49,37774.0,473,28,4868,4,2,12,2,7,3,2,1
52,18393.0,50,2,4296,3,1,6,0,3,3,0,0
64,72828.0,1678,17,4704,3,1,22,0,6,13,3,1
44,24711.0,58,86,4276,2,0,6,0,3,3,0,0
51,45503.0,170,54,4481,3,1,8,0,3,4,1,0
44,6560.0,373,2,4403,2,0,2,0,1,1,0,1
81,71604.0,1196,3,4428,2,0,16,2,8,5,3,1
47,27244.0,101,84,4318,3,1,6,0,2,2,2,0
57,48752.0,316,8,4768,4,2,12,1,6,5,1,0
64,71434.0,1400,4,4488,3,1,18,2,7,7,4,1
78,90842.0,1424,57,4539,2,0,26,0,4,13,9,1
48,88097.0,844,24,4884,3,1,19,4,6,8,5,1
51,51948.0,311,51,4489,3,1,11,0,5,4,2,0
44,71853.0,1149,29,4621,2,0,16,0,2,6,8,1
43,35876.0,129,13,4274,2,0,7,0,3,3,1,0
74,40049.0,32,23,4460,3,1,4,0,1,3,0,0
44,39660.0,299,36,4894,3,1,11,1,7,3,1,0
64,50127.0,320,88,4235,3,1,12,1,5,6,1,0
49,43263.0,441,2,4789,3,1,13,0,5,6,2,0
77,62845.0,1178,3,4840,4,2,17,2,3,10,4,1
36,18929.0,85,15,4702,2,0,5,0,1,4,0,0
44,24367.0,24,58,4670,3,1,3,0,1,2,0,0
51,33249.0,112,11,4698,3,1,6,0,2,3,1,0
67,26887.0,30,27,4708,3,1,4,0,1,3,0,0
43,50150.0,410,32,4578,2,0,14,0,5,7,2,0
50,62061.0,800,12,4506,3,1,21,1,10,7,4,1
64,85696.0,1313,88,4626,2,0,19,1,4,9,6,1
70,76542.0,1483,91,4660,2,0,22,0,4,10,8,1
33,70515.0,1258,12,4455,2,0,16,1,6,4,6,1
39,18227.0,28,21,4802,3,1,3,0,0,2,1,0
61,69139.0,227,23,4357,3,1,10,0,4,5,1,0
44,69109.0,1555,10,4801,2,0,19,2,6,7,6,1
64,69627.0,861,35,4673,3,1,21,0,8,11,2,1
48,38136.0,103,69,4637,3,1,6,1,3,2,1,0
80,62159.0,634,68,4266,2,0,18,0,6,10,2,1
63,80695.0,1918,85,4386,2,0,18,0,5,5,8,1
55,33316.0,131,34,4472,4,2,7,0,2,4,1,0
58,58554.0,586,55,4845,4,2,16,0,8,6,2,1
34,17256.0,62,10,4422,3,1,5,1,2,2,1,0
52,53034.0,447,30,4599,4,2,14,0,6,7,1,0
76,52203.0,939,36,4902,2,0,26,0,8,11,7,1
49,59601.0,797,14,4543,3,1,11,1,2,7,2,1
68,75154.0,1143,79,4867,3,1,15,1,6,6,3,1
50,47025.0,415,52,4438,3,1,14,0,6,5,3,0
53,37971.0,30,97,4420,3,1,4,0,1,3,0,0
58,41335.0,187,24,4389,3,1,9,0,4,4,1,0
68,67267.0,251,0,4251,3,1,10,0,3,5,2,0
51,57338.0,237,96,4265,3,1,10,0,4,5,1,0
66,50523.0,91,89,4390,4,2,6,0,2,4,0,0
61,35791.0,35,94,4623,5,3,4,0,1,3,0,0
66,50611.0,493,98,4837,3,1,16,1,4,7,5,1
